time,weather_code (wmo code),daylight_duration (s),sunshine_duration (s),uv_index_max (),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²),pressure_msl_mean (hPa),cape_mean (J/kg),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_mean (km/h),temperature_2m_mean (°C),precipitation_sum (mm)
18/09/2023,95,45080.68,23827.93,3.3,238,43.9,20.2,8.15,999.2,34.6,78,12.8,30.3,15.2,9.5
19/09/2023,80,44829.71,4457.61,0.95,216,71.3,33.4,5.21,997.8,0,79,20.5,46.7,15.5,3
20/09/2023,80,44577.95,0,1.7,204,66.2,28.9,4.02,992.2,6.2,78,19.6,45.4,16.1,9.2
21/09/2023,80,44325.56,35854.7,4.05,214,34.2,15.1,11.26,994,25.8,76,8.7,20.7,12.9,0.8
22/09/2023,80,44072.68,24264.29,3.3,268,36.7,14.8,8.53,1000,6.2,77,9.7,22,12,0.6
23/09/2023,3,43819.43,37828.29,4,239,31,13.4,12.39,1013.4,2.5,68,8.9,21.1,12.8,0
24/09/2023,61,43565.98,9832.15,2.9,187,56.9,25.4,5.3,1012.5,2.9,78,19.8,46.2,16.4,0.1
25/09/2023,3,43312.45,36482.59,3.65,212,48.2,19.9,11.88,1015.4,4.2,70,13.2,31.1,16.6,0
26/09/2023,95,43058.98,26051.88,3.8,199,50.8,20.5,9.54,1014.7,6.7,77,11.5,28.1,15.2,3.5
27/09/2023,3,42805.72,5482.2,2.4,174,63.4,28.6,4.98,1010.5,2.1,80,13.1,31.3,14.8,0
28/09/2023,80,42552.8,9154.42,2.75,205,51.1,22.7,6.76,1009.2,0.8,73,13.9,33.1,14.9,0.9
29/09/2023,80,42300.38,37176.77,3.15,252,41.8,19,12.35,1016.5,1.7,72,12,27.9,14.6,0.1
30/09/2023,80,42048.58,18481.37,2.7,178,27.4,12.1,6.03,1022.1,0.4,85,7.1,16.4,12.5,9.8
01/10/2023,61,41797.55,0,1.45,202,31,14.7,1.8,1016.8,2.9,89,8.9,20.8,17.2,1.1
02/10/2023,61,41547.45,0,1.75,251,27.7,11.8,4.04,1015.9,0.4,80,5.7,14.7,13.8,7.5
03/10/2023,80,41298.4,30865.14,3.35,256,51.5,21.5,9.18,1016.2,5,77,12.8,30.7,12.8,0.9
04/10/2023,3,41050.56,10960.84,3.15,231,46.1,20.8,6.08,1021.6,1.2,76,14.9,33.7,13.4,0
05/10/2023,80,40803.77,8417.27,1.35,217,54.4,25,4.69,1019.8,0,79,14.8,34.4,14.5,0.4
06/10/2023,80,40556.2,14927.55,2.8,237,52.2,23.7,6.5,1017.4,0,80,19.7,44.6,17.8,0.1
07/10/2023,3,40307.68,0,2.4,244,52.6,21.1,4.83,1019.1,0,67,11.4,28.1,18.9,0
08/10/2023,45,40058.38,4667.09,2.8,187,20.2,9.2,6.02,1022.6,0,75,4.7,11,17.2,0
09/10/2023,3,39808.47,24601.53,3.2,263,31,14.1,9.27,1019.8,4.6,73,6.4,15.8,19.5,0
10/10/2023,3,39558.1,16202.53,2.35,215,36.4,16.6,7.09,1013,0,65,10.4,22.9,18.3,0
11/10/2023,80,39307.44,320.53,1.45,265,41.4,18.9,2.08,1009.4,1.2,77,11.4,27.2,14.7,4
12/10/2023,61,39056.65,32320.71,3.05,200,19.8,8.5,9.75,1011.8,0,78,4.4,10.8,10.4,0
13/10/2023,61,38805.91,0,0.8,279,31,13.5,1.64,999.4,0,82,7.9,19.2,12.2,10.9
14/10/2023,80,38555.39,33197.79,2.75,282,45,19.7,10.11,1015.3,0.4,70,12,28.5,9,0
15/10/2023,3,38305.27,34089.84,2.9,299,27.7,12.3,10.42,1025.2,0,62,7.7,17.6,7.5,0
16/10/2023,3,38055.7,18194.52,2.25,56,14.4,6.1,7.12,1022.9,0,80,3,7.3,7,0
17/10/2023,3,37806.89,23386.17,2.35,80,38.5,17.6,7.87,1016.9,0,83,7.8,18.5,9.3,0
18/10/2023,63,37559.02,16828.24,2.5,69,38.2,17.2,6.01,998.5,0,85,11.6,26.2,11.4,10.6
19/10/2023,80,37312.27,1376.43,1.8,146,32,14.5,3.34,981.8,31.2,90,9.9,24.9,14.4,9.3
20/10/2023,95,37066.85,0,0.15,57,54.4,24.1,0.61,979.7,0.8,91,16.3,38.5,11.4,61.4
21/10/2023,61,36822.94,4218.66,1.5,308,28.1,13.3,3.97,985.1,0,83,7.4,17.5,9.4,9.2
22/10/2023,3,36580.75,27531.76,2.45,227,28.4,12.6,7.52,1003.1,1.7,79,7.2,16.9,9.7,0
23/10/2023,45,36340.51,1869.27,1.9,86,23.4,9.2,4.43,1008.5,10.8,93,4.1,10.1,8.7,0
24/10/2023,80,36102.4,0,0.55,18,15.1,6.2,1.31,1001.5,30,94,3.5,9.8,10.1,17.3
25/10/2023,3,35866.3,26213.94,2.25,284,20.9,8.6,5.85,996.8,0,84,4.7,11.4,9,0
26/10/2023,80,35630.16,368.32,0.8,149,19.1,8,1.47,990.7,0.4,93,3,8.1,9,0.6
27/10/2023,80,35393.8,379.03,1.9,124,21.6,8.7,2.46,989,6.2,95,3,8.1,9.4,2.4
28/10/2023,80,35157.42,4472.67,1.2,116,29.9,13.2,2.24,986.8,10.4,93,5.5,13.5,9.5,7
29/10/2023,61,34921.24,25107.42,2,205,44.6,19.9,6.53,984.8,1.7,83,8.4,21.1,10.6,0
30/10/2023,80,34685.46,0,0.6,40,19.4,8.4,1.1,994.5,0,91,5.3,12.9,9.2,5.6
31/10/2023,80,34450.3,0,0.4,27,18.4,8,1.84,999.4,1.7,93,5,12.9,9,10.6
01/11/2023,80,34215.99,16087.37,1.8,191,51.1,23,4.54,987.1,4.6,83,12.7,29.6,10.5,4.7
02/11/2023,80,33982.75,0,1.5,337,40.7,17.6,1.8,967,2.1,87,13.3,31.7,9.5,20.6
03/11/2023,80,33750.82,25297.94,1.4,263,40.7,18.5,5.32,977.7,0,78,14.4,32.7,10,0.3
04/11/2023,80,33520.45,0,0.95,42,30.6,13.1,1.24,970.3,0.4,91,8.7,21.5,7.3,14.4
05/11/2023,80,33291.87,28077.11,1.75,284,38.2,17.3,6.2,978.5,0,79,12.5,28.9,8.9,1.6
06/11/2023,80,33065.36,21176.75,1.65,235,43.9,19.6,4.96,994.1,0.4,80,11.8,26.5,8.7,0.2
07/11/2023,80,32841.17,19353.71,1.65,244,34.9,15.5,3.91,1004.5,0.8,80,11.2,25.3,8.8,0.8
08/11/2023,80,32619.57,0,1,215,38.9,17.6,1.96,1000.9,2.9,80,12.2,28.1,8.2,1.6
09/11/2023,80,32400.86,19562.94,1.55,211,35.3,15.8,4.62,992.5,2.5,80,12.9,29.6,7.3,0.6
10/11/2023,80,32185.3,27414.2,1.55,293,30.6,13.5,5.65,995.5,0,79,7.8,18.2,6.9,0.3
11/11/2023,2,31973.21,27174.13,1.6,299,24.1,9.7,5.74,1005.8,0,78,5.3,12.7,6.7,0
12/11/2023,61,31764.89,0,0.75,135,16.9,8.1,0.99,1003.4,0,96,4.2,9.9,4.8,9.1
13/11/2023,80,31560.66,23540.09,1.5,229,83.2,37.9,4.9,992.1,0.4,80,21.8,49.3,10.3,2.4
14/11/2023,80,31360.43,7200,1.05,249,36.7,15.5,3.02,1000.4,1.2,80,11.8,27.1,10.5,0.3
15/11/2023,80,31162.16,11218.7,0.55,261,44.6,20.2,2.68,1012.3,0.8,78,15,34.2,9.4,0.8
16/11/2023,61,30965.69,0,0.4,229,18,6.6,1.49,1014.1,0,88,3,7.6,7,0.1
17/11/2023,80,30771.26,24271.51,1.25,218,25.2,11.5,4.43,1017.2,0,82,6.8,15.7,7.2,0.2
18/11/2023,61,30579.11,0,1.05,190,42.8,17.8,1.44,1006.2,0.4,86,12,27.2,10.9,6.1
19/11/2023,80,30389.51,0,0.3,230,45,18.9,1.22,1001.3,0,80,14.8,34.3,11.5,1.9
20/11/2023,80,30202.7,10354.62,0.65,274,40.7,18.7,2.42,1007.7,0,82,9.4,22.1,10.1,0.5
21/11/2023,80,30018.96,7449.98,1.05,347,43.2,20,2.13,1025,1.7,79,11.6,27.4,8.2,0.3
22/11/2023,61,29838.55,3159.88,0.95,254,54.7,24.8,2.02,1026.4,0,83,10.1,23.7,9.7,0
23/11/2023,3,29661.78,0,0.95,279,69.5,29.1,0.93,1021.4,0,79,20.4,46.3,11.6,0
24/11/2023,3,29488.9,23959.2,1.25,322,37.1,16.9,4.28,1021.8,2.1,63,13.4,30.7,5.5,0
25/11/2023,3,29320.23,23299.64,1.2,298,24.1,10.3,4.18,1021.2,0,67,6.3,14.7,3.2,0
26/11/2023,61,29156.06,11008.87,1,186,10.1,4.8,2.8,1013.5,0,85,2.6,6.1,3.1,1.3
27/11/2023,80,28996.69,0,0.15,344,32.4,14.7,1.15,1002.4,0,90,8.9,20.5,4.4,12.8
28/11/2023,3,28842.44,23058.97,1.15,309,23,9.4,4.05,1009.5,0,81,6.5,14.8,4.1,0
29/11/2023,3,28693.62,22260.65,1.05,312,16.2,7.3,3.88,1005,0,73,4.4,10.1,1.4,0
30/11/2023,77,28550.55,20487.9,1.05,353,26.3,10.5,3.13,1005.8,0,89,7.3,16.8,0.9,0.2
01/12/2023,71,28413.56,20109.63,1.05,334,18.4,7.9,2.81,1010.4,0,88,5.1,11.4,0.4,0
02/12/2023,45,28282.96,22262.11,1.05,189,19.8,8.8,3.56,1014.2,0,84,4.7,10.5,-0.9,0
03/12/2023,71,28159.11,0,0.5,141,14.8,6.9,1.15,1010,0,95,3.8,9,0.6,7.5
04/12/2023,71,28042.04,0,0.1,8,18,7.2,0.64,1000.3,0,97,6.1,14,2.6,19.7
05/12/2023,61,27930.38,5327.03,0.5,353,31.3,12.7,1.5,1011.2,0,89,8.6,19.8,4,10.1
06/12/2023,3,27824.01,21798.34,1,207,11.2,4.9,3.35,1017.2,0,84,2.8,6,1.3,0
07/12/2023,63,27723.08,0,0.1,146,37.4,16.1,0.29,1005.2,0,91,11.3,25.7,4.5,14.3
08/12/2023,80,27627.76,0,0.4,200,38.2,17.2,1.76,999.9,0.4,90,12.7,28,7.3,1.7
09/12/2023,81,27538.2,10800,0.5,238,76.3,34.9,1.64,990.7,0.4,84,20.3,46.5,8.1,23.9
10/12/2023,80,27454.53,3600,0.35,233,64.4,28.4,0.8,995.8,0,81,17.1,40.7,8.1,4.3
11/12/2023,80,27376.92,9293.9,0.75,266,58,26,1.76,999.8,0,85,10,24.4,7.9,0.3
12/12/2023,80,27305.51,0,0.4,33,23.4,9.5,0.55,996.5,0,96,4.5,10.4,7,12.2
13/12/2023,80,27240.45,150.45,0.5,349,41.8,19.1,1.09,1006.1,2.1,84,13.8,31.9,5.7,0
14/12/2023,61,27181.88,12503.04,0.75,221,27.7,12.9,2.07,1019.6,0,87,6.3,14,4.8,0.3
15/12/2023,3,27129.92,21462.95,0.9,196,31.7,14.5,2.89,1032.5,0,84,8.1,17.6,6.2,0
16/12/2023,3,27084.73,19635.88,0.95,221,37.4,17.1,2.65,1033.8,0,84,13,29.1,10.6,0
17/12/2023,61,27046.42,20726.92,0.95,221,64.8,29.4,2.68,1027.8,0,78,19.4,44.3,10.1,0
18/12/2023,61,27015.12,0,0.3,216,49,21.1,0.54,1022.3,0,86,13,30.7,11.9,0
19/12/2023,80,26990.95,9096.56,0.65,276,45.7,20.2,1.61,1018,0.8,76,11.8,26.5,9.1,2.3
20/12/2023,61,26974.02,0,0.3,269,51.8,23.4,0.91,1012.9,0,79,19.2,43.8,9.3,0
21/12/2023,3,26964.45,16471.21,0.95,286,93.2,39.8,2.28,1003.1,2.1,73,27.8,62.4,10.5,0
22/12/2023,61,26962.33,0,0.15,283,52.6,24.3,0.95,1008.1,1.2,76,19.8,44.8,10.1,0.3
23/12/2023,61,26967.75,38.13,0.6,254,55.4,24.9,1.06,1007.3,0,79,21.9,49,10.4,1.3
24/12/2023,80,26980.82,13642.49,0.9,256,91.1,40.9,1.96,998,0,78,27.3,63.5,12.6,0.8
25/12/2023,3,27001.63,1246.92,0.75,244,52.6,24.4,1.78,1002.3,0.8,75,15.1,34.1,9.8,0
26/12/2023,3,27030.06,17512.66,0.9,261,56.9,25.8,2.78,1012.2,0,75,12.3,28.9,6.5,0
27/12/2023,80,27065.97,0,0.1,191,59,26.2,0.48,1001.3,0.4,84,17.7,40,8,12.3
28/12/2023,80,27109.22,5510.46,0.5,221,71.3,27.7,1.54,997.4,5,74,24.2,55.6,8.9,1.5
29/12/2023,2,27159.66,21090.52,0.85,241,78.5,36.2,3.06,1000,0,71,25.4,58.7,6.3,0
30/12/2023,61,27217.13,0,0.2,191,62.3,23.7,0.48,999.4,0.4,86,13.3,34.9,6.6,11.2
31/12/2023,61,27281.46,2168.23,0.6,212,42.5,18.5,1.3,983.3,1.7,86,12.4,30.1,6.9,5.8
01/01/2024,80,27352.49,15648.42,0.85,235,42.1,19.1,2.66,994.9,1.2,79,13.5,31.6,6.6,12.5
02/01/2024,80,27430.06,0,0.25,235,43.9,20.4,0.61,982.1,4.6,88,8.9,21.9,8.5,11.1
03/01/2024,80,27513.98,0,0.25,232,26.3,11.4,0.82,987.8,0.4,88,5.6,13.5,7.2,4.8
04/01/2024,61,27604.1,20049.29,0.9,218,21.2,8.7,3.04,998.4,0,86,5.3,12.1,6,0.2
05/01/2024,80,27700.22,9158.32,0.65,324,18.7,8.4,1.97,1002.8,0,84,5.2,12.6,5.5,0.9
06/01/2024,80,27802.18,13775.04,0.95,324,16.6,7.8,2.36,1017.5,0,82,5.3,11.9,4.7,0
07/01/2024,3,27909.77,16477.38,0.75,8,22.7,10.2,2.34,1030,0.4,84,5.4,13.1,3.1,0
08/01/2024,61,28022.85,10696.89,1,38,34.2,15.5,2.03,1036,4.2,79,9,20,1.8,0
09/01/2024,3,28141.22,17523,0.9,33,34.2,15.7,2.5,1036.2,1.2,75,12.1,27.5,2,0
10/01/2024,61,28264.71,8458.5,0.7,11,25.9,12.1,1.87,1034.1,3.3,90,8.8,20,3.1,0
11/01/2024,3,28393.13,0,0.65,6,30.2,12.7,1.11,1039.3,0,85,10.2,23.2,4.1,0
12/01/2024,3,28526.3,5539.22,1.1,350,23,10.8,1.74,1036.9,0,87,5.2,12.8,3.3,0
13/01/2024,3,28664.36,21598.04,1.1,263,24.5,10.6,3.56,1024.2,0.4,84,4.6,9.8,3.5,0
14/01/2024,3,28808.79,2823.25,1.05,299,29.6,11,1.64,1013.9,0.1,78,5.6,13.2,1.8,0
15/01/2024,3,28959.56,23577.79,1.15,307,41,16.8,4.23,1010.7,0,62,11.6,29.2,-0.6,0
16/01/2024,3,29116.32,14973.59,1.15,220,50.4,22.9,2.9,1004.1,0,77,12.1,27.6,1,0
17/01/2024,61,29278.74,23860.16,1.2,311,34.6,15.9,4.37,994.4,0,73,5.8,14.1,0,0.2
18/01/2024,2,29446.47,23947.55,1.2,289,32,14.4,4.41,1006.8,0,68,8.5,18.7,-0.3,0
19/01/2024,3,29619.2,13991.19,1,221,37.4,15.8,2.96,1018.2,0,77,10.8,25.2,1.7,0
20/01/2024,61,29796.61,0,0.85,204,57.6,26.6,1.2,1016.3,0,77,21.5,48.4,3.6,4.4
21/01/2024,80,29978.37,21600,1.15,205,83.5,37.1,3.58,999.8,1.2,81,27.9,62.3,8.5,2.3
22/01/2024,3,30164.19,24400.67,1.2,248,82.8,30.9,4.17,1000.5,2.5,68,25.9,59.4,8.1,0
23/01/2024,80,30353.75,0,0.15,223,79.9,36.9,0.9,1010.6,0.4,80,21.8,49.7,8.5,8.8
24/01/2024,3,30546.78,12584.66,1.2,257,77.4,34.6,3.31,1017.4,0.4,68,19.3,46.8,8.5,0
25/01/2024,80,30742.97,9190.13,0.6,195,53.3,24.8,2.8,1020.4,0,88,12.1,26.4,8.2,0.8
26/01/2024,80,30942.06,25473.82,1.3,247,63.4,26.7,4.48,1022.6,3.8,71,18,41.2,7.5,1.3
27/01/2024,3,31143.77,22213.58,1.25,198,35.3,16.7,4.46,1029.3,0,80,11.5,24.9,5,0
28/01/2024,3,31347.83,11797.08,1.2,185,38.9,18.1,3.87,1018.7,0,86,12.9,28.5,6.9,0
29/01/2024,61,31554,0,0.3,168,28.4,12.3,1.07,1018.6,0,93,7.2,16.8,9.5,4.4
30/01/2024,61,31762.01,18545.35,1.25,280,30.6,11.7,3.71,1025.7,0,80,8,19,6.7,0.5
31/01/2024,61,31971.64,0,1.1,222,54.4,25,1.92,1025,0,78,14.9,32.8,5.3,1.2
01/02/2024,3,32182.63,20503.58,1.15,244,29.5,12.4,4.14,1030.4,0,77,9.5,21.3,5.8,0
02/02/2024,3,32395.17,13913.12,1.55,239,40,17.7,4.05,1024.4,0,80,12.9,29.7,11.2,0
03/02/2024,3,32611.36,13456.71,0.7,264,41.8,17.9,3.04,1023.2,0.8,76,13.5,31.7,10.7,0
04/02/2024,3,32831.29,115.36,0.4,249,52.9,26,1.26,1019.5,0,75,19.3,40.2,10.4,0
05/02/2024,3,33054.66,10648.28,0.8,239,57.2,27.2,3.41,1013.3,0,76,21.3,45.4,10,0
06/02/2024,61,33281.15,4826.81,0.2,253,56.5,27.9,2.18,1003.9,0.4,74,17.7,38.1,9.3,4.8
07/02/2024,3,33510.5,20092.95,1.4,269,19.4,9.1,5.36,1006.1,0,73,4.3,10,3.6,0
08/02/2024,73,33742.42,0,0.3,51,26.3,12.5,0.79,993.6,0,93,7.6,16.6,1.5,21.3
09/02/2024,80,33976.63,0,0.4,343,23,10.5,0.96,975.8,0,95,4.5,10.6,4.8,14.4
10/02/2024,61,34212.89,372.97,1.4,225,12.2,6,1.97,982.7,0,92,3.5,8.2,5.8,0.2
11/02/2024,61,34450.9,24278.53,1.85,272,41,17.7,6.17,989.8,0,84,8.5,19,6.9,2.4
12/02/2024,80,34690.45,26885.54,1.9,223,37.1,17.3,6.72,1002,0,74,11.3,24.3,5.4,0
13/02/2024,61,34931.29,0,1.9,192,36.4,16.7,3.26,1007.9,0,87,9.1,20.5,6.2,4.9
14/02/2024,80,35173.16,678.63,0.95,199,32.4,14.9,2.92,1007.6,0,87,11.5,24.8,11.3,3
15/02/2024,80,35415.87,357,1.65,192,40,19.4,3.52,1005.2,0.4,86,11.7,26.5,13.1,1.8
16/02/2024,61,35659.17,23275.11,1.55,259,36,15.4,4.77,1012.7,2.1,82,8.2,19,10.7,2.4
17/02/2024,61,35902.86,17981.69,1.65,196,42.5,20.1,5.59,1024.7,0.4,88,10.5,23.1,10.1,6.5
18/02/2024,61,36146.71,22069.15,2.25,268,37.4,17.7,5.42,1023.4,2.1,83,10.9,25.2,11.5,3.9
19/02/2024,80,36390.52,29335.96,2.15,269,43.9,22.1,7.88,1026.9,0.4,75,11.7,26.2,9.6,0.4
20/02/2024,80,36634.1,10800,2.15,228,55.1,23.5,4.67,1021.1,0.4,79,14.8,35.1,10,0.5
21/02/2024,61,36877.24,0,0.35,193,59,28.2,1.58,1001.1,5,85,14.3,31.7,9.8,9
22/02/2024,80,37120.12,0,1.75,237,50.8,27.3,2.78,981.7,3.8,77,15.6,34.6,6.9,12.8
23/02/2024,61,37364.82,22610.1,2.2,223,37.4,19.1,7.41,983.5,2.1,79,11.5,23.7,4.8,0
24/02/2024,45,37611.51,30581.66,2.55,214,21.2,9.2,8.13,993.8,0.8,82,4,9.5,3.6,0
25/02/2024,45,37859.98,24081.07,2.55,56,32,15.2,6.95,998.5,1.2,86,8,17.6,3.5,0
26/02/2024,3,38110.02,32317.13,1.75,359,48.2,21.7,6.75,1015.1,3.3,80,14.3,32.3,4.9,0
27/02/2024,3,38361.44,21600,2,219,44.3,19.6,5.97,1018.4,0,84,9.4,21.3,4.8,0
28/02/2024,80,38614.05,0,1.55,198,43.6,20.8,3.06,1013,0,88,12.3,26.9,6.8,0.4
29/02/2024,61,38867.65,0,2.25,228,37.8,18,5.63,1001.3,3.3,74,9.1,21.8,8.5,2.2
01/03/2024,80,39122.06,7311.44,1.7,161,57.2,25.3,4.09,991,1.7,82,11,26.4,3.8,6.8
02/03/2024,80,39377.11,2495.06,1.2,116,33.1,12.6,3.13,991.3,7.1,86,8.4,20.7,4,4.2
03/03/2024,45,39632.6,22563.92,2.4,205,23,9.1,8.91,1001.8,1.7,80,3.4,9.3,4.1,0
04/03/2024,61,39888.36,30894.77,2.65,142,36.4,15.3,9.85,1007.8,1.7,79,7.9,18.6,4.3,1.3
05/03/2024,61,40144.24,23183.98,1.9,148,28.8,12.3,7.86,1013.3,1.2,80,5.4,13.5,6.9,0.4
06/03/2024,61,40400.05,18341.49,2.5,93,18.7,7.4,6.24,1021.6,4.6,86,3.8,9.5,6.2,0
07/03/2024,61,40655.62,741.32,1.95,77,43.6,13.3,3.19,1023,0.8,91,7.9,19.7,4.9,0.3
08/03/2024,3,40910.8,24367.42,2.4,67,39.2,17.9,7.15,1011.1,4.6,81,13,29.1,5,0
09/03/2024,61,41165.41,11154.13,1.45,52,38.9,18,4.78,999.2,0,85,13.4,30.1,6.2,0
10/03/2024,80,41419.29,0,0.6,50,34.6,16.8,1.61,998.9,0,92,13.1,27.9,6.2,15.8
11/03/2024,61,41672.28,0,1.15,11,31,15.4,3.81,1007.9,2.9,89,9,19.9,6.3,0
12/03/2024,61,41924.21,10628.33,1.95,204,38.2,18.6,5.7,1007.5,0,86,10,21.9,8.8,1.9
13/03/2024,80,42175.26,0,1.7,219,71.3,31.7,5,1006,0,80,25.6,54.6,12.2,2
14/03/2024,80,42427.29,5520.74,3.35,201,51.1,23.1,5.69,1001.8,0.8,82,19.2,41.5,11.6,2.2
15/03/2024,80,42680.48,9161.9,1.55,245,45,22.5,6.21,1001.4,1.7,75,17,35.7,10.5,0.7
16/03/2024,80,42934.7,24065.73,3.55,180,33.1,16.6,10.38,1017.9,0.8,77,9.2,19.9,7,3.5
17/03/2024,80,43189.79,16960.77,2.7,205,40.3,18.2,6.38,1011.7,4.2,81,13.9,30.3,11.4,7
18/03/2024,3,43445.6,32540.23,3.8,207,37.4,16.9,12.06,1011.4,1.7,72,12.5,27.7,10.5,0
19/03/2024,61,43701.98,32088.61,3.45,222,38.2,17.2,10.98,1011.9,2.5,70,11.4,26.3,12.1,1.1
20/03/2024,80,43958.79,761.84,2.7,313,28.4,11.2,3.17,1017.9,1.2,87,5.1,12.8,10.3,9.1
21/03/2024,3,44215.89,2817.93,3.25,214,35.3,16.6,4.39,1021.4,0,78,11.8,25.6,9.4,0
22/03/2024,61,44473.12,37476.49,4.15,270,46.1,21.4,14.12,1015.5,4.6,66,15.6,34,9,0.8
23/03/2024,80,44730.34,31493.83,3.7,273,69.8,32,11.65,1007.6,4.2,70,22.3,47.7,6.3,0.5
24/03/2024,3,44987.41,40952.75,4.15,296,50.4,25.3,14.13,1008,0.8,63,16.5,35.2,7.8,0
25/03/2024,61,45244.16,0,0.65,145,32,14.7,5.17,999.9,1.2,81,7.8,17.6,7,3.2
26/03/2024,61,45500.47,24961.51,4.1,52,32,13.4,11.23,988.9,0.4,76,7.9,18.4,8.1,2.1
27/03/2024,80,45756.18,35776.71,3.75,166,56.5,23.3,11.73,978.2,7.9,76,12.5,31.3,7.1,5.9
28/03/2024,80,46011.12,22153.68,3.85,154,56.5,25.3,10.03,973.9,2.5,79,17.4,39.4,7.2,8
29/03/2024,80,46265.16,32336.21,4.15,199,50,22.3,10.73,983.1,15.4,76,16,36,8.3,0.2
30/03/2024,3,46518.12,40574.04,4.2,191,30.2,13.8,14.61,993.6,1.2,70,8.7,20.3,9.1,0
31/03/2024,80,46769.86,10156.29,3.95,63,43.6,18.4,7.52,996.3,0.8,85,10.3,22.9,6.9,0
01/04/2024,80,47020.2,13591.14,1.3,3,27,11.6,6.58,993.3,1.7,84,7.5,18.4,8.1,11.1
02/04/2024,61,47269.32,30271.14,3.85,201,27.7,12.7,12.62,999.8,2.5,77,6.8,15.4,9.2,2.9
03/04/2024,80,47518.95,5798.44,1.55,225,64.1,29.9,5.09,996.3,2.1,83,15.5,34.6,10.1,5.1
04/04/2024,80,47769.29,4315.72,1.3,102,22.3,10,6.13,1000.5,0,85,5.8,15,8.3,13.6
05/04/2024,80,48020.2,32509.08,4.65,207,64.1,32.6,14.29,998.4,8.8,74,20.9,44.3,13.4,7.8
06/04/2024,80,48271.53,39600,4.2,190,66.6,33.8,16.71,996.6,5,72,24.5,50.5,14.4,3.1
07/04/2024,80,48523.12,39297.98,4.95,207,74.5,35.8,13.04,1000.9,12.9,71,28.2,59.8,11.9,1.9
08/04/2024,95,48774.85,8072.05,3.85,175,37.8,18.1,9.72,1001.8,2.1,77,11.4,26,12.1,7.4
09/04/2024,80,49026.55,20009.56,2.35,278,68,32.2,9.17,1003.6,1.7,71,18.1,41.8,8.9,3.9
10/04/2024,61,49278.08,11657.68,3.05,202,59.8,27.9,6.75,1020,0,80,16.4,35.3,9.3,2.7
11/04/2024,80,49529.27,28727.92,4.65,227,47.2,23.3,15.26,1024.5,1.2,73,15.6,33.7,15.4,0.2
12/04/2024,3,49779.96,33005.55,4.25,215,39.6,18.3,14.78,1024.1,0.8,65,12.9,29.4,13.9,0
13/04/2024,80,50030,13478.34,3.05,229,58,27.1,9.26,1019.1,3.3,73,14.2,32.5,11.8,1.8
14/04/2024,3,50279.2,30184.77,3.7,240,45.7,21.9,14.12,1019.4,3.3,62,13.7,30.4,9.4,0
15/04/2024,80,50527.41,41082.37,4.95,268,77.4,35.5,18.7,1003,5.4,67,25.2,56.3,8.1,6.9
16/04/2024,80,50774.44,40415.36,5.05,322,47.9,21.4,15.73,1012.4,24.2,63,14.4,34.2,9,2.3
17/04/2024,80,51020.11,45132.48,5.2,325,48.6,20.3,16.89,1016.2,11.2,62,14.8,34.4,7.1,1.3
18/04/2024,61,51264.23,23717.42,3.85,264,40,18.6,12.01,1020,1.7,73,11.6,25.7,7.5,0.2
19/04/2024,80,51506.6,26926.29,4.55,327,50.4,23.5,10.95,1018,2.1,66,15.7,35.5,9.4,1.2
20/04/2024,3,51747.04,41580.14,5.45,360,29.9,13.7,17.92,1028.9,4.2,57,9,20.4,7.8,0
21/04/2024,61,51985.33,39600,5.35,26,30.2,12.7,19.32,1031.9,5.8,59,9.2,22.1,7.9,0
22/04/2024,80,52221.58,46.9,0.9,60,26.3,11.5,5.33,1028.5,1.2,82,3.5,9.7,7.3,7.4
23/04/2024,61,52457.55,29133.7,4.35,357,41.4,17.7,13.71,1024,5,69,12.2,28.9,7.7,0.1
24/04/2024,61,52693.39,43099.04,3,347,35.6,15.8,15.83,1017.1,5.4,62,9.3,23.1,6.9,0.1
25/04/2024,61,52928.93,19948.33,3.5,320,32.4,11.6,11.27,1004.4,2.9,68,8.1,20.1,6.1,0.1
26/04/2024,80,53164,46724.61,4.7,40,32,11.7,17.51,1005.2,10,73,7.4,18.8,6,0.3
27/04/2024,80,53398.45,10700.7,3.9,43,34.2,14.2,9.19,1006.2,1.2,73,9.3,21.5,7,0.2
28/04/2024,63,53632.06,17605.04,4.2,310,40,18,10.46,1004.6,2.1,70,14.3,31.6,7.7,15.1
29/04/2024,80,53864.67,29593.69,4.75,191,55.8,24.9,13.73,1010.6,4.2,68,18.7,41.7,10.2,0
30/04/2024,3,54096.08,45506.8,5.65,160,47.2,21.3,23.12,1009.7,14.2,63,15.2,33.3,13.3,0
01/05/2024,45,54326.09,24061.81,5.3,50,31,14.5,12.58,1009.3,3.8,81,6.9,16.5,13.7,0
02/05/2024,3,54554.51,37623.45,5,10,39.6,18.7,19.33,1004.5,0,79,15.9,34.3,13.1,0
03/05/2024,61,54781.11,4112.13,2.85,304,27.7,12.3,6.94,1005.9,0,80,9.2,21.6,12.1,0.9
04/05/2024,61,55005.66,6872.75,3.55,220,32.8,15.1,8.87,1008.9,4.6,77,9.6,22.1,12.3,0.2
