time,weather_code (wmo code),daylight_duration (s),sunshine_duration (s),uv_index_max (),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²),pressure_msl_mean (hPa),cape_mean (J/kg),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_mean (km/h),temperature_2m_mean (°C),precipitation_sum (mm)
05/05/2024,3,55227.97,43767.75,5,210,26.6,8.5,17.91,1007.1,1.7,61,3.5,10.8,14,0
06/05/2024,61,55447.79,39600,5.8,356,29.5,12.9,18.48,1009.3,24.6,71,5.5,14.3,14.2,1
07/05/2024,80,55664.87,29821.79,5.15,26,27,11.6,13.88,1023.1,0.8,73,8.6,20.8,13.7,0.6
08/05/2024,3,55878.97,46438.66,5.3,222,33.5,14.3,18.58,1027.7,2.5,70,8,19,15.1,0
09/05/2024,61,56089.85,44798.04,6.15,321,23.4,8.6,20.09,1026,2.5,64,3.8,11,16.8,0
10/05/2024,3,56297.23,36269.32,5.05,150,24.8,11.2,17.3,1023.8,0.4,67,5.1,13.1,17.6,0
11/05/2024,3,56500.84,46800,6.05,118,32.8,13.5,24.09,1021.4,1.7,68,6.9,17,16.8,0
12/05/2024,95,56700.71,35537.02,6.2,86,33.5,15.3,17.53,1013.5,52.9,73,7,18,16.9,2.5
13/05/2024,3,56898.44,36929.19,6.25,172,50.8,22.8,20.43,1004.8,2.5,68,12.4,29.3,16.9,0
14/05/2024,80,57094.13,1013.79,2.65,137,36.4,15.5,7.1,1001.1,4.2,80,10.2,25.2,15,8.9
15/05/2024,80,57287.61,6568.9,5.5,109,30.2,12.7,8.77,1005.4,44.2,82,7.3,18.6,14.7,3
16/05/2024,80,57478.65,0,2.65,14,28.4,9.8,7.02,1005.7,6.7,88,6.5,17,14.3,1.8
17/05/2024,45,57667.07,34795.69,4.8,98,19.1,7.7,15.83,1009.7,30,74,4.5,12.7,16.4,0
18/05/2024,3,57852.64,37879.71,5.85,19,28.4,11.6,18.08,1014.8,2.9,71,8.3,20.5,15.9,0
19/05/2024,3,58035.16,51823.02,6.35,16,27.7,11.3,27.78,1016.6,1.7,62,9.4,22,15.5,0
20/05/2024,3,58214.4,5332.99,4.85,41,28.1,11.2,9.88,1016,0.4,76,9.2,22.4,13.3,0
21/05/2024,80,58390.14,17102.95,5.8,19,27.7,11.3,13.33,1011.2,15.8,79,6.6,17.6,13.6,0.7
22/05/2024,63,58562.14,0,0.75,296,40,18,4.9,1004.9,11.2,86,12,27.8,13.6,24.6
23/05/2024,80,58730.16,0,1.75,255,47.5,21.4,5.94,1009.1,0,82,18.6,40.9,12,0.9
24/05/2024,61,58893.96,386.09,3.75,230,26.3,11.7,6.86,1017.3,1.2,77,7.5,17.4,12.3,0.3
25/05/2024,80,59053.3,19682.11,5.6,87,33.8,13.3,13.01,1017.6,1.2,77,5.9,15.2,12.7,0.2
26/05/2024,95,59207.93,6721.22,5.45,179,28.8,13,8.18,1010.2,51.2,83,7.9,19.4,13.3,15.3
27/05/2024,80,59357.57,37069.77,5.55,233,35.6,15.3,17.88,1011.9,21.2,69,11.6,27.5,13.2,1
28/05/2024,80,59501.98,19244.51,2.1,202,47.5,19.3,10.86,1008.8,15.8,79,11.4,27.8,13.8,0.5
29/05/2024,3,59640.88,25781.86,6.4,273,43.6,19.1,14.29,1006.5,1.7,70,15.2,35,14.1,0
30/05/2024,80,59774.02,12764.8,5.5,324,46.8,19.3,11.52,1010.7,7.5,68,15.3,35.6,13.7,3.1
31/05/2024,3,59901.13,33859.59,3.9,354,45.7,19.8,15.54,1021.5,0.4,62,15,35.8,13,0
01/06/2024,3,60022.13,45654,3.05,356,40.7,16.7,19.38,1027.3,1.7,64,11.8,28.8,13.6,0
02/06/2024,61,60138.02,53654.62,6.65,294,35.3,15.8,29.09,1026.8,2.5,64,8.4,20.3,15.6,0.1
03/06/2024,80,60248.87,19613.89,3.5,290,39.6,16.6,14.33,1020.6,0,75,11,27.1,15.4,0.1
04/06/2024,80,60354.52,16978.49,4.65,248,45.7,20.3,10.17,1009.5,4.6,74,12.8,29.8,13.4,1.1
05/06/2024,80,60454.88,53771.48,6.45,264,47.5,20.9,24.15,1012.2,2.5,60,14.5,33.8,11.3,0.1
06/06/2024,80,60549.77,53225.55,6.5,268,37.8,15.9,24.08,1015.9,6.7,58,11.6,27.5,12.6,0.1
07/06/2024,3,60639.11,26619.7,4.25,247,43.2,19.1,16.06,1015.4,0.8,63,13.3,30.4,13.4,0
08/06/2024,3,60722.73,42522.14,6.15,279,44.3,20.7,24.61,1012.2,10,60,14.8,33.6,13.2,0
09/06/2024,95,60800.54,16106.54,6.05,274,50.4,22.9,11.74,1010.3,2.9,70,15.3,35.8,11.7,7.4
10/06/2024,80,60872.39,41258.16,5.3,330,43.2,18.7,17.35,1011.5,22.5,68,13.2,34.1,11.3,9.6
11/06/2024,80,60938.16,18142,4.55,340,28.4,12.1,13.09,1018.4,4.2,62,7.5,19.7,11.4,0
12/06/2024,3,60997.74,40496.24,5.8,275,30.6,13.5,17.56,1019.8,16.7,62,7.2,17.9,12.4,0
13/06/2024,61,61051.01,12013.41,3.8,186,46.4,21.6,13.29,1009.6,2.5,72,12.5,27.9,11.4,2.3
14/06/2024,80,61097.88,32729.47,6.45,205,42.5,17.8,17.05,997.7,50,75,11.9,30.6,13.9,3.1
15/06/2024,80,61138.23,40451.21,4.95,233,38.2,13.8,16.88,996.3,20,70,7.1,20.3,12.6,3.1
16/06/2024,80,61171.96,48866.56,6.6,255,42.5,18.7,21.08,999.9,21.7,67,9.9,24,13.9,1.3
17/06/2024,3,61198.98,39913.59,6.6,264,36,14.5,18.48,1008.5,9.2,66,10.5,25.6,15,0
18/06/2024,95,61219.18,43439.16,5.25,353,40.3,13.8,19.76,1015.7,26.7,71,7.4,18.7,14.5,10
19/06/2024,3,61232.5,42430.52,5.45,344,22,10,18.7,1022.2,2.5,65,5.5,15.3,14.7,0
20/06/2024,3,61238.85,10695.49,4.7,221,23.4,9.4,13.7,1019.6,2.5,61,4.8,13,17,0
21/06/2024,61,61238.16,45960,6.5,215,37.4,16.1,26.88,1011.5,4.6,59,9.3,22.3,17.9,0.1
22/06/2024,80,61230.34,41636.11,6.6,264,33.5,13.7,23.35,1011.5,5.4,61,9.6,23.5,17.3,0
23/06/2024,3,61215.49,52888.75,6.55,263,25.9,10.4,22.5,1018.2,5,63,6.3,16.1,19.6,0
24/06/2024,3,61193.69,46813.28,5.45,200,30.6,12.6,24.59,1018.4,4.2,60,5.1,14,21.9,0
25/06/2024,3,61165.04,43345.79,4.35,71,24.5,11.2,16.55,1016.6,4.2,66,5.5,14.2,21.6,0
26/06/2024,3,61129.65,40973.93,6.95,135,27.4,10.5,20.71,1012.6,4.2,65,7.7,19.1,20.9,0
27/06/2024,3,61087.64,50964.43,6.65,236,48.2,20.8,24.34,1006.2,11.7,62,14.5,33.7,18.3,0
28/06/2024,3,61039.11,45450.89,5.95,253,48.2,22,19.18,1012.8,2.9,62,15.9,37.2,15.4,0
29/06/2024,61,60984.18,1104.49,4,233,22.3,9.9,9.28,1013.9,0,72,6.2,14.9,14.7,1.9
30/06/2024,80,60923.01,19805.87,4,310,33.5,15.1,12.32,1013.6,2.1,69,9.7,23.1,14.2,0.2
01/07/2024,61,60855.68,17525.12,3.35,278,37.4,16.9,10.32,1016.5,1.7,76,12.5,28.1,14.1,3.2
02/07/2024,61,60782.36,30146.57,5.7,297,37.8,17.4,16.39,1017.5,3.3,66,12.8,30.1,14.4,0
03/07/2024,61,60703.16,14131.93,5.85,234,38.2,17.3,9.76,1006.4,5.8,73,11.8,28.2,14,3
04/07/2024,3,60618.25,54436.4,6.7,263,59.4,26.3,24.57,1005.5,12.9,58,17,39.2,14.6,0
05/07/2024,61,60527.74,42542.58,6.05,261,35.3,15.9,25.42,1004.2,9.6,58,11.6,25.7,15.3,0.4
06/07/2024,80,60431.78,29642.8,6.1,285,48.2,22.3,17.04,1000.7,4.6,63,13.1,28.5,13.3,0.6
07/07/2024,80,60330.53,41433.88,6.25,244,34.2,15.4,15.34,1007.4,26.7,72,8.9,21.4,13.3,2.5
08/07/2024,80,60224.12,47497.84,6.1,173,33.1,13.8,20.36,1014.1,6.7,62,6,15.4,15.1,0.2
09/07/2024,95,60112.69,0,3.55,134,34.6,14.8,5.13,1009.4,40,88,9.2,22.9,16.2,28.8
10/07/2024,3,59996.39,21383.04,5.75,229,39.2,17.8,13.77,1009.3,3.8,75,13.1,29.6,17,0
11/07/2024,61,59875.16,0,1,4,37.4,16.3,3.28,1017.9,1.2,81,8.1,20,13.9,2.9
12/07/2024,61,59747.91,21176.17,5,353,33.1,14.9,13.01,1018.5,0.4,74,7.9,18.8,13.3,1
13/07/2024,61,59614.7,765.75,2.65,335,29.5,12.6,7.3,1013.6,3.3,74,6.7,16.3,13.8,0.2
14/07/2024,80,59475.79,0,1.05,296,22.3,11,4.71,1011.2,0.4,78,6.3,13.7,14.7,0.2
15/07/2024,61,59331.46,25208.16,5.25,112,27.7,12.8,15.01,1008.7,4.2,76,6.2,15,16,4.4
16/07/2024,80,59181.99,6674.37,5.75,314,33.1,15.1,9.59,1009.1,6.7,79,11.2,25.3,15.9,11.3
17/07/2024,3,59027.62,48197.6,5,248,30.6,14.5,19.59,1018.7,5,63,7.5,18.3,18.2,0
18/07/2024,3,58868.62,48222.8,6.6,210,33.8,15,24.76,1019.1,2.1,65,7.7,18.1,20,0
19/07/2024,3,58705.27,52440.43,6.6,206,39.6,16.9,26.14,1014.9,2.1,61,8.3,19.4,22.6,0
20/07/2024,63,58537.77,5484.21,3.5,205,36.4,16.5,10.36,1006.3,25,73,9.5,21.4,20.8,3.8
21/07/2024,3,58366.41,41384.65,6.25,277,32.8,14.4,18.07,1009.9,5,62,10.4,24.6,17,0
22/07/2024,3,58191.42,43077.26,4.85,230,40,18.1,16.98,1011.7,5,67,11.2,26.3,18.2,0
23/07/2024,3,58013.03,38824.02,5.2,8,28.1,12.3,17.73,1017.9,15.4,67,6.4,16.2,18.5,0
24/07/2024,3,57831.47,33899.74,6.25,206,39.6,18.1,16.65,1018.3,10,69,11,23.8,18.3,0
25/07/2024,3,57646.96,35831.25,5.5,226,40.7,18.7,15.89,1008.1,1.7,72,13.7,30.7,18.7,0
26/07/2024,3,57459.75,51901.45,6.2,256,34.6,15.5,20.48,1009.2,16.2,63,11.2,25.3,17.1,0
27/07/2024,80,57270.01,37436.99,6.1,255,31.7,13.5,15.83,1014.7,7.5,66,7.6,17.4,15.9,0.5
28/07/2024,3,57077.97,50400,5.9,207,28.1,13.6,24.46,1023.9,3.8,61,6.3,14.4,18.8,0
29/07/2024,3,56883.82,50686.59,6.4,206,30.2,13.2,25.93,1020.7,4.6,57,6.8,16.2,20.7,0
30/07/2024,3,56687.78,46800,5.85,328,25.2,12,24.03,1018.1,3.3,58,5.7,13.8,21.1,0
31/07/2024,3,56489.71,44988.3,6.3,102,27,12.3,20.59,1016.1,0.8,61,6.2,15.1,21.2,0
01/08/2024,95,56288.03,39177.88,6.1,232,23.4,9.9,15.94,1013.4,39.2,63,5.5,13.3,20.9,1.5
02/08/2024,61,56082.7,48664.22,6.35,226,36,16.3,21.11,1010.6,4.6,68,9.1,20.5,20.5,0.4
03/08/2024,3,55873.96,43778.34,6.2,268,32,14.2,22.52,1010.5,5,62,10.3,24,18.1,0
04/08/2024,61,55662.1,3902.38,3.95,214,31.7,14.6,10.28,1013.3,5,69,9.8,21.2,16.6,0.9
05/08/2024,3,55447.35,46390.99,4.65,205,45,20.5,17.4,1008.8,2.1,70,15.3,33.8,20.5,0
06/08/2024,80,55229.95,40023.93,6,230,33.8,15.1,16.28,1007.3,7.9,65,11.1,27.1,18.7,0.1
07/08/2024,3,55010.15,39341.66,4.85,229,45.4,20.9,17.04,1009.5,7.1,67,14.2,32.1,16.4,0
08/08/2024,80,54788.17,6581.32,3.35,201,44.3,19.4,5.2,1009.4,0.4,78,14.8,31.1,17.2,1.7
09/08/2024,3,54564.22,47578.2,6.1,252,47.2,22.5,20.83,1010.9,10.8,63,16.7,35.9,18.6,0
10/08/2024,3,54338.52,40674.77,5.5,236,34.6,15.7,14.82,1017.3,15,69,10.7,24.7,18.1,0
11/08/2024,3,54111.29,47688.2,6.05,124,33.8,14.8,23.93,1020.3,2.9,64,7,16.5,18.7,0
12/08/2024,96,53882.71,33004.88,5.7,226,37.1,16.3,12.85,1008.8,56.7,78,7.1,17.7,20.1,22.5
13/08/2024,61,53652.99,23484.9,5.8,214,35.3,15.9,16.93,1008.3,1.2,69,8.2,19,18.6,1.2
14/08/2024,61,53422.32,23792.33,5.6,300,24.8,11.4,13.12,1014.1,0.4,70,8.1,18.1,17.4,0.5
15/08/2024,61,53190.86,0,2.45,218,51.8,24.1,5.7,1010.8,4.2,76,14.4,32.3,16.7,1.3
16/08/2024,3,52958.81,48645.57,5.75,258,32,14.1,19.4,1014.6,1.7,63,8.5,19.1,16.1,0
17/08/2024,3,52726.34,37838.61,5.75,249,30.2,13.8,16.47,1013,2.9,64,8.7,19.5,15.7,0
18/08/2024,3,52493.6,45256.45,5.45,254,37.4,16.3,16.45,1013.5,6.7,66,9.9,22.1,15.6,0
19/08/2024,80,52260.77,24122.73,4.5,194,50.4,23.6,13.7,1012.1,2.9,73,14.4,31.5,16.2,0.1
20/08/2024,80,52027.69,44965.71,5.5,240,46.4,21.1,18.33,1007,7.9,65,15.7,35.5,16.7,0.5
21/08/2024,3,51792.68,32676.16,4.6,232,45,21.3,14.92,1012.4,4.6,66,16.5,36.5,15.5,0
22/08/2024,61,51555.63,24353.34,4.65,218,74.9,33.2,11.1,1001,7.1,72,18.1,41.1,16.7,4
23/08/2024,61,51316.73,45621.1,5.5,232,78.5,34.5,18.41,999.5,5,65,20.5,44.5,16,0.7
24/08/2024,80,51076.16,20290.39,4.9,237,37.8,18.3,10.54,1003.7,7.5,71,13,27.8,14.5,0.9
25/08/2024,61,50834.12,19421.67,4.45,220,63.7,27.9,10.86,1013.2,1.7,72,17.6,37.6,14.3,0.2
26/08/2024,3,50590.78,35985.64,4.1,225,38.9,17.6,13.4,1015.9,2.5,69,13.4,29.6,16.5,0
27/08/2024,61,50346.31,9520.97,4.3,201,46.1,21.7,9.64,1014.8,2.1,74,14.3,31.4,17.3,0.9
28/08/2024,80,50100.88,8833.88,2.5,201,30.2,13.4,9.77,1012.2,7.5,72,8.9,16.9,18.2,0
29/08/2024,3,49854.67,37757.96,5.1,248,34.6,15.5,14.56,1016.8,2.9,69,8.9,13.6,15.6,0
30/08/2024,2,49607.82,44197.41,4.2,55,27.4,11.9,16.4,1024.2,0.4,66,4.5,6.8,15.5,0
31/08/2024,61,49360.5,39828.1,5.2,55,34.6,14.7,17.38,1025.9,2.5,70,8.8,13.9,14.2,0
01/09/2024,95,49112.85,0,4.05,26,28.4,12.6,6.63,1016.9,0,86,8.6,13.4,16.7,3.5
02/09/2024,61,48865.03,556.25,1.8,275,24.8,11.5,4.21,1009.3,0,91,5.1,8.6,17.1,2
03/09/2024,80,48617.18,29045.23,4.5,281,28.1,11.6,12.41,1012.6,0.4,75,5.2,9.3,16,4
04/09/2024,80,48369.44,15761.14,4.3,334,22.7,10.2,8.44,1017.7,2.5,69,6.3,9.8,14.1,0.9
05/09/2024,3,48121.96,0,0.95,3,44.3,19.1,3.28,1017.6,0,92,14.8,23.1,14.5,0
06/09/2024,3,47874.87,36011.65,4.95,13,39.6,17.4,15.39,1013,17.1,83,14.4,21.8,18.7,0
07/09/2024,53,47628.31,0,1.8,16,27.4,12.6,3.25,1010.9,0,91,8.9,14.4,16.9,0.3
08/09/2024,80,47382.42,4413.53,1.1,352,22.7,9,4.77,1004.2,3.8,88,5.9,10.4,16.4,7.8
09/09/2024,80,47137.03,14695.48,4.25,299,37.1,15,9.59,1009.3,2.1,73,9.4,16.1,14.4,9.4
10/09/2024,80,46890.47,25147.27,2.65,259,43.9,20.2,9.67,1004.8,4.6,70,14.9,23.9,13.6,0.5
11/09/2024,80,46642.59,39837.66,4.35,283,45.4,19.6,13.05,1006.8,20.8,71,15.2,23.3,10.5,0.2
12/09/2024,80,46393.55,42341.64,4.05,310,37.8,15,14.37,1016.7,9.2,66,9.6,15.4,10.2,0
13/09/2024,3,46143.5,42094.57,4.05,260,25.9,10.7,13.78,1027.8,3.3,68,5.2,8.7,10.2,0
14/09/2024,3,45892.58,30681.72,4.2,216,33.5,14.6,10.69,1027.6,1.2,69,9.8,15.1,14,0
15/09/2024,95,45640.94,0,0.9,224,34.2,14.9,2.29,1024.7,0,80,9.8,15.1,13.8,5.8
16/09/2024,3,45388.72,40204.16,4.4,27,16.2,6.9,16.06,1029.8,0,67,3.5,5.4,13.8,0
17/09/2024,45,45136.07,39337.22,4.4,55,19.1,8.1,15.9,1033.3,0,71,3.9,6.1,12.7,0
18/09/2024,3,44883.11,35929.12,4.3,33,27,11.7,12.52,1032.1,0,79,7.6,11.6,13.8,0
19/09/2024,3,44630,15521.44,3.95,11,28.1,12.6,8.17,1029.4,0,85,9.9,15.5,13.8,0
20/09/2024,80,44376.87,10501.84,3.85,28,34.9,14.5,5.57,1025.4,11.7,86,11.8,18.4,15.1,0.2
21/09/2024,80,44123.84,20418.27,4.05,28,34.6,15.5,9.3,1021,22.5,83,12.7,19.9,16,2.2
22/09/2024,80,43871.07,0,1.9,21,31.3,14,2.15,1015.3,0,91,11.3,17.9,14,36.8
23/09/2024,81,43618.69,0,0.9,352,36.4,16.8,1.68,1005,0,92,12.8,25.7,12.9,10.3
24/09/2024,80,43366.82,27156.6,3.85,283,34.9,15.4,9.59,1002.2,3.8,76,11.2,26.1,12.7,0
25/09/2024,80,43115.62,8050.34,3.4,140,24.8,12.3,5.99,997.5,0.4,83,6.4,16.1,10.7,9
26/09/2024,80,42865.21,0,2.85,1,51.8,24.9,2.5,986.4,1.7,89,9.3,21,11.4,5.7
27/09/2024,61,42615.74,28195.91,3.6,336,58.7,27.5,9.26,1003.2,4.2,67,17.7,39.8,10.1,10.8
28/09/2024,3,42367.34,18687.93,3.6,265,30.2,13.4,8.35,1022.1,0,72,6.7,15.5,9.6,0
29/09/2024,61,42119.84,96.13,2.05,136,35.3,16.8,6.23,1018.7,1.7,81,8.6,19.7,9.4,2.1
30/09/2024,63,41871.48,0,0.15,25,47.9,24.2,0.77,1003.6,0,90,13.6,29.2,11.2,55.5
01/10/2024,80,41622.09,0,0.35,346,48.6,23.5,1.99,1009.5,0,86,18.1,38,12.1,7.8
02/10/2024,80,41371.84,19097.35,3.4,24,42.1,17.8,6.08,1018.5,6.7,78,13.7,30.8,11.6,0.2
03/10/2024,2,41120.88,36000,3.35,48,29.2,10.6,8.91,1023.3,2.5,77,5.8,13.4,10.5,0
04/10/2024,45,40869.35,32585.39,3.4,182,35.3,17,11.36,1020.6,1.2,77,6.8,14.7,10,0
05/10/2024,3,40617.43,35876.41,3.35,167,40,19.4,11.33,1013.4,0.4,77,10.2,22.2,11.1,0
06/10/2024,80,40365.25,389.06,1.45,150,28.8,13.7,3.17,999.8,0,85,6.7,14.9,11.3,4.6
07/10/2024,80,40112.98,22845.25,3.15,203,33.8,15.9,7.19,995.2,13.3,80,9.8,21.5,13.4,0.1
08/10/2024,80,39860.79,11659.75,2.9,131,27.7,11,5.06,991.3,20,89,6.1,14.9,12.8,10.1
09/10/2024,80,39608.82,0,0.4,356,45,19.2,2.33,989.1,3.3,87,12.4,28,11.8,6.5
10/10/2024,80,39357.24,28800,2.7,337,40.7,18.1,8.1,1006.8,6.7,69,9.7,22.8,7.9,1
11/10/2024,3,39106.22,34933.02,2.9,227,29.2,12.7,9.16,1014.9,0.4,70,7.2,15.7,7.4,0
12/10/2024,80,38855.93,21385.22,2.8,248,60.8,25.9,6.82,1006.6,2.5,75,13.1,30.2,8,0.5
13/10/2024,3,38606.54,3870.15,1.75,288,38.9,16,5.49,1016.9,0,66,5.1,13.6,7.5,0
14/10/2024,3,38358.22,30483.74,2.65,100,17.6,6.9,8.13,1017.1,0,79,3.6,8.8,8.5,0
15/10/2024,61,38111.16,0,1.15,127,22,10.7,2.81,1014.3,0,89,6.2,14.1,10.6,0.1
16/10/2024,80,37865.53,0,0.6,145,23.4,11,1.65,1001.5,0,95,7,15.6,13.8,8.2
17/10/2024,61,37621.53,33365.61,2.65,212,34.6,15.8,7.92,1007.1,1.2,80,10.7,23.7,14.5,0.1
18/10/2024,61,37379.35,30770.64,2.4,189,38.5,17.4,7.02,1011,0.4,84,10.6,23.4,11.6,0.2
19/10/2024,63,37138.81,15929.77,2.5,226,35.3,16.2,5.1,1009.2,4.6,83,6.5,15.8,12.8,12.3
20/10/2024,80,36897.95,14884.28,1.25,198,62.6,29.2,3.85,1004.6,2.9,78,21,45.9,12.6,1
21/10/2024,3,36656.59,5906.99,1.55,222,62.3,29,5.37,1016.2,3.3,74,17.9,39.2,12,0
22/10/2024,3,36414.93,30878.71,2.4,233,41.8,19.2,7.83,1025.3,0,80,8.8,20.6,11,0
23/10/2024,3,36173.14,28646.42,2.35,189,30.2,14.2,6.5,1028.8,1.7,86,8.3,17.5,10.4,0
24/10/2024,3,35931.42,21846.66,2.35,169,35.3,16.5,6.1,1018,0,86,10.5,22.6,11.3,0
25/10/2024,61,35689.99,0,1.2,85,13.7,6.2,1.93,1014.1,0,98,2.8,6.5,11.5,0.4
26/10/2024,80,35449.05,24657.63,2,205,28.8,13.8,5.48,1014.9,0,83,7.4,16,11.3,0.2
27/10/2024,61,35208.82,25277.83,2.2,228,39.2,18.6,7.2,1019.4,0,73,10.8,23.6,9.5,0.8
28/10/2024,80,34969.49,4124.49,1.15,223,43.6,21.2,2.5,1017.5,1.2,85,11.5,26.1,14,0.3
29/10/2024,3,34731.31,23855.06,2.05,290,32,15,5.14,1023.5,0,81,7.4,16.1,13.5,0
30/10/2024,3,34494.5,17234.8,1.8,266,19.8,8.4,4.67,1028.5,0,84,4.3,9,11.6,0
31/10/2024,2,34259.3,28152.72,2.05,238,21.6,9.7,5.81,1025.8,0,87,5.1,11.2,10.9,0
01/11/2024,45,34025.96,23824.25,1.95,274,26.3,12,5.27,1024.6,0,87,4.7,10.4,10.4,0
02/11/2024,45,33794.71,2916.52,0.8,130,13,6.4,2.44,1031.2,1.2,91,2.3,5.6,11.4,0
03/11/2024,45,33565.83,26005.29,1.9,127,16.2,7.4,5.81,1029.6,0,85,3.4,8,10.3,0
04/11/2024,3,33339.57,0,1.3,86,14,5.8,2.26,1026.7,0,82,3.2,7.5,9.4,0
05/11/2024,45,33116.21,15384.01,1.3,169,12.2,5.5,4.05,1023.4,0,87,2.5,6,9.5,0
06/11/2024,45,32896.03,15924.18,1.75,174,14.4,6.9,4.42,1030,0,93,3.1,6.9,9.9,0
07/11/2024,3,32679.32,0,0.95,157,23.4,11.2,2.12,1030.8,0,89,7.3,16.2,10,0
08/11/2024,3,32465.98,641.19,0.85,117,18.7,8.2,2.48,1026.8,0,85,5.9,13.2,8.4,0
09/11/2024,3,32253.91,423.45,0.7,257,14,6.8,2.05,1024.5,0.4,79,3.3,7.9,7.7,0
10/11/2024,80,32042.95,0,1.45,223,18,8.2,1.21,1026.7,0,89,4.6,9.8,7.9,0.3
11/11/2024,3,31833.32,27015.58,1.6,316,22.7,10.3,5.14,1036.1,0,75,7.5,16.2,8.5,0
12/11/2024,3,31625.27,14310.12,1.45,340,27,11.9,3.56,1039.2,0,82,7.3,15.7,7.3,0
13/11/2024,61,31419.05,24676.18,1.4,247,10.4,6.1,4.73,1035.5,0,85,2.6,5.6,7.7,0
14/11/2024,61,31214.93,18742.29,1.55,329,22,10,3.27,1032.7,0,87,5.5,12.4,8.6,0
15/11/2024,45,31013.14,23145.18,1.4,208,23,11.4,4.37,1025.5,0,92,5.6,11.6,6.7,0
16/11/2024,61,30813.98,5467.66,0.85,262,27.7,12.7,1.71,1016.1,0,82,8.8,19.5,9.5,0.2
17/11/2024,80,30617.72,17413.49,1.35,282,36.4,15.5,3.28,1012.7,0.8,77,9.1,21.6,6.4,1.2
18/11/2024,73,30424.63,11027.39,1,56,28.1,13.4,3.28,1009.9,0.4,78,4.3,9.7,2.8,5.8
19/11/2024,77,30235.02,8123.78,1.35,331,39.2,18.8,3.16,1001.2,0,82,10.4,22.7,1.2,4.5
20/11/2024,3,30049.19,23963.7,1.25,290,40,17.1,4.6,1008.2,0,64,11.3,25.1,1.2,0
21/11/2024,80,29867.45,24590.85,1.35,265,43.2,20.6,4.71,1000.4,0,76,11,23.3,1.5,0.1
22/11/2024,3,29690.1,23834.89,1.3,263,40.7,16.6,4.48,1004.9,0,80,10.3,24.5,3,0
23/11/2024,80,29517.46,0,0.1,191,62.3,28.5,0.61,996.8,0,91,17.7,38.1,6.6,19.3
24/11/2024,80,29349.88,1539.03,0.95,207,58.7,26.7,1.51,986.9,2.5,81,22.5,48.8,13.1,6.9
25/11/2024,3,29187.68,23500.4,1.2,226,59,27.1,4.12,995.8,0,74,20.1,44.3,8.4,0
26/11/2024,45,29031.21,22715.31,1.15,222,25.6,11.6,3.43,1012.9,0,83,6.9,15.8,4.6,0
27/11/2024,80,28880.8,8728.15,1,328,31.7,11.9,1.83,1016.3,0,87,6.7,15.7,3.2,5.1
28/11/2024,3,28736.49,18837.4,1.05,206,19.8,9.4,3.19,1027.4,0,87,4.2,8.5,2.5,0
29/11/2024,61,28596.63,12106.61,1.1,176,31.7,15.1,2.54,1023.3,0,82,11.7,23.9,5.5,0.2
30/11/2024,3,28461.09,17981.98,1.05,191,33.8,16.9,2.5,1019.2,0,90,13.2,27.6,10.6,0
01/12/2024,80,28330.07,10401.49,0.95,191,43.6,20.2,1.77,1009.9,2.9,88,14.5,32.1,11.7,5.1
02/12/2024,80,28203.78,0,0.25,294,41.8,19.6,1.02,1011.6,0.8,80,11.8,28.3,7.9,0.7
03/12/2024,45,28082.42,21659.93,1,228,20.5,9.6,3.36,1022.5,0,83,4.8,11,3.8,0
04/12/2024,61,27966.18,12951.35,0.8,191,47.9,21.8,2.66,1020.5,0,88,10.2,22.2,5.6,4.8
05/12/2024,80,27855.29,0,0.75,237,59,27,1.43,1002.5,2.9,82,15.9,36.5,10.4,7.5
06/12/2024,61,27749.94,15181.96,0.85,244,61.2,27.6,2.9,1008.9,0,74,16.6,37.7,7,1.3
07/12/2024,80,27650.33,0,0.15,298,76.3,32.4,0.73,991.1,0.8,76,25.4,59.8,7.6,3.8
08/12/2024,80,27556.67,0,0.4,354,72.7,31.1,0.85,1023.5,0,81,24.4,56.7,6,11.7
09/12/2024,61,27469.18,2513.34,0.45,11,39.2,18.3,1.05,1036.8,0.4,81,15.3,33.9,5.9,0
10/12/2024,3,27388.05,1784.53,0.65,13,32,14.5,1.54,1037.5,0.4,77,11.8,26.2,5,0
11/12/2024,3,27313.48,5972.44,0.7,6,20.9,8.9,1.6,1035.6,0,79,6.2,14.6,4.2,0
12/12/2024,3,27245.67,0,0.25,343,12.2,5.4,0.33,1033.2,0,94,3.8,9.1,5.1,0
13/12/2024,45,27184.83,2999.79,0.4,292,10.1,4.7,1.52,1026,2.5,90,2.1,5.3,5.2,0
14/12/2024,3,27131.13,21464.1,0.9,277,36,16.4,2.89,1020.6,0,81,10.6,23.6,6.2,0
15/12/2024,51,27084.78,0,0.35,262,60.5,27.5,0.79,1022.8,0,85,12.7,31.8,11,0
16/12/2024,3,27045.94,1952.66,0.7,241,42.5,19.2,2.05,1026,0,77,15.9,35.2,9.9,0
17/12/2024,61,27014.8,0,0.45,190,51.5,23.5,1.12,1018.6,0,84,14.2,30.7,8.3,0.1
18/12/2024,61,26991.46,10800,0.85,227,79.6,33.7,2.06,999.5,2.5,81,20.1,47.8,11,7.2
